Id	Word	Percentage Known	Prevalence	N	Length	Coltheart's N	OLD20	Relative Frequency	Zipf	Relative Contextual Diversity	Logarithm Contextual Diversity
16570	euclidià	0.75	0.67	401	8	0	3.60	0.01	1.16	47.54	1.69
16574	eufoni	0.29	-0.55	414	6	0	2.25	0.01	1.03	23.77	1.39
16575	eufonia	0.68	0.46	408	7	0	2.20	0.01	0.86	23.77	1.39
16577	eufònicament	0.66	0.40	405	12	0	3.55	0.01	1.03	35.65	1.56
16579	euforbiàcies	0.38	-0.29	422	12	0	4.75	0.01	0.86	23.77	1.39
16587	eugenèsic	0.69	0.48	431	9	1	3.15	0.01	1.16	35.65	1.56
16589	eugènic	0.58	0.21	394	7	1	2.30	0.01	1.16	23.77	1.39
16590	eugenol	0.17	-0.93	419	7	0	2.85	0.01	0.86	23.77	1.39
16592	eulògia	0.58	0.21	438	7	0	2.55	0.01	0.86	11.89	1.11
16598	eurítmia	0.67	0.44	410	8	1	2.95	0.01	0.86	11.89	1.11
16606	europi	0.17	-0.96	417	6	1	2.30	0.01	0.86	23.77	1.39
16614	eutrapèlia	0.18	-0.91	404	10	0	3.80	0.01	1.03	23.77	1.39
16620	evaginació	0.34	-0.41	427	10	0	2.80	0.01	0.86	11.89	1.11
16622	evanescència	0.84	0.99	430	12	0	3.80	0.01	1.03	35.65	1.56
16642	evidencial	0.86	1.06	405	10	2	1.90	0.01	1.16	47.54	1.69
16659	evulsió	0.40	-0.24	439	7	2	2.35	0.01	0.86	23.77	1.39
16661	exacerbació	0.85	1.02	405	11	0	3.05	0.01	1.03	35.65	1.56
16678	examinand	0.49	-0.03	417	9	1	2.35	0.01	1.16	23.77	1.39
16680	exànime	0.79	0.79	430	7	0	2.90	0.01	0.86	23.77	1.39
16681	exantema	0.42	-0.21	433	8	0	2.85	0.01	0.86	23.77	1.39
16697	excelsitud	0.78	0.76	466	10	0	3.75	0.01	1.16	47.54	1.69
16708	excisió	0.65	0.39	420	7	1	2.10	0.01	1.16	47.54	1.69
16711	excitador	0.98	1.96	395	9	0	2.20	0.01	1.03	35.65	1.56
16725	exclusivista	0.89	1.20	442	12	0	3.85	0.01	1.16	47.54	1.69
16729	excoriació	0.50	-0.01	408	10	0	2.85	0.01	0.86	23.77	1.39
16754	exedra	0.31	-0.50	442	6	1	2.30	0.01	1.16	47.54	1.69
16757	exegètic	0.39	-0.28	402	8	0	2.85	0.01	0.86	23.77	1.39
16765	exequàtur	0.25	-0.66	446	9	0	3.90	0.01	1.03	23.77	1.39
16774	exfoliable	0.97	1.79	409	10	0	3.25	0.01	1.03	35.65	1.56
16789	exhort	0.82	0.90	428	6	1	1.80	0.01	0.86	11.89	1.11
16801	exigüitat	0.67	0.43	428	9	0	3.25	0.01	0.86	23.77	1.39
16806	eximi	0.56	0.15	424	5	1	1.70	0.01	0.86	23.77	1.39
16813	exlibris	0.63	0.34	424	8	0	2.90	0.01	0.86	23.77	1.39
16815	exobiologia	0.64	0.35	411	11	0	3.55	0.01	1.03	23.77	1.39
16826	exordi	0.48	-0.04	425	6	0	2.35	0.01	1.03	23.77	1.39
16828	exotèrmic	0.93	1.44	441	9	0	2.75	0.01	0.86	23.77	1.39
16842	expectar	0.88	1.18	425	8	0	2.00	0.01	1.03	35.65	1.56
16870	explanació	0.66	0.40	422	10	1	2.70	0.01	1.03	35.65	1.56
16878	explicitació	0.88	1.17	443	12	0	2.95	0.01	1.16	47.54	1.69
16880	explorable	0.98	2.05	392	10	1	2.55	0.01	0.86	23.77	1.39
16889	explotable	0.96	1.66	410	10	1	2.55	0.01	1.16	47.54	1.69
16901	exposímetre	0.54	0.10	422	11	0	3.90	0.01	1.03	35.65	1.56
16906	expressable	0.93	1.46	409	11	0	2.85	0.01	1.16	35.65	1.56
16911	exprimible	0.99	2.12	417	10	0	3.05	0.01	1.16	11.89	1.11
16915	expugnar	0.85	1.04	432	8	0	2.75	0.01	1.16	47.54	1.69
16918	expulsiu	0.81	0.86	424	8	4	1.75	0.01	0.86	11.89	1.11
16924	exsudació	0.75	0.66	2311	9	0	2.90	0.01	1.03	35.65	1.56
16926	exsudat	0.53	0.07	436	7	1	2.35	0.01	0.86	23.77	1.39
16941	exterioritat	0.86	1.08	420	12	0	2.45	0.01	1.03	23.77	1.39
16950	externat	0.50	-0.01	410	8	0	2.05	0.01	0.86	11.89	1.11
16955	extirpable	0.97	1.87	423	10	0	2.95	0.01	0.86	23.77	1.39
16966	extractiu	0.84	0.98	435	9	0	2.45	0.01	0.86	23.77	1.39
16980	extravasació	0.41	-0.24	429	12	0	4.40	0.01	0.86	23.77	1.39
16997	extrudir	0.32	-0.46	410	8	2	2.40	0.01	0.86	23.77	1.39
16999	extrusor	0.42	-0.20	433	8	0	2.70	0.01	0.86	23.77	1.39
17004	exultar	0.89	1.19	412	7	2	1.80	0.01	0.86	23.77	1.39
17005	exutori	0.28	-0.56	412	7	0	2.80	0.01	0.86	23.77	1.39
17010	fabàcies	0.52	0.04	432	8	1	2.35	0.01	0.86	23.77	1.39
17020	fabulador	0.95	1.60	414	9	1	2.45	0.01	1.03	35.65	1.56
17030	faceciós	0.43	-0.18	431	8	0	2.75	0.01	0.86	23.77	1.39
17049	factual	0.43	-0.17	430	7	0	1.90	0.01	1.16	47.54	1.69
17057	facundiós	0.33	-0.42	410	9	0	2.95	0.01	0.86	11.89	1.11
17059	fadar	0.26	-0.63	426	5	5	1.55	0.01	0.86	11.89	1.11
17062	fàding	0.12	-1.14	414	6	0	2.75	0.01	0.86	23.77	1.39
17064	fadrinatge	0.79	0.81	419	10	1	3.10	0.01	0.86	11.89	1.11
17066	fadrinesa	0.60	0.24	417	9	0	2.50	0.01	1.16	35.65	1.56
17068	faedor	0.34	-0.40	441	6	1	1.85	0.01	0.86	23.77	1.39
17072	fagàcies	0.39	-0.27	432	8	1	2.50	0.01	1.03	35.65	1.56
17074	fagedena	0.15	-1.04	425	8	0	2.90	0.01	1.16	11.89	1.11
17080	fagotista	0.71	0.55	431	9	0	2.85	0.01	1.03	35.65	1.56
17083	faiçó	0.49	-0.03	423	5	4	1.75	0.01	0.86	23.77	1.39
17088	faisandé	0.13	-1.09	450	8	0	3.00	0.01	0.86	23.77	1.39
17090	faista	0.10	-1.26	430	6	1	1.95	0.01	0.86	23.77	1.39
17097	faixó	0.71	0.54	392	5	9	1.45	0.01	1.16	47.54	1.69
17110	falangina	0.62	0.30	426	9	0	2.80	0.01	1.16	11.89	1.11
17120	falciforme	0.66	0.40	413	10	0	3.05	0.01	1.03	23.77	1.39
17121	falcilla	0.28	-0.58	432	8	2	2.70	0.01	1.03	11.89	1.11
17122	falcillot	0.42	-0.21	438	9	0	3.15	0.01	0.86	11.89	1.11
17132	faldada	0.51	0.02	444	7	5	1.70	0.01	1.03	11.89	1.11
17133	faldar	0.54	0.09	411	6	8	1.45	0.01	1.16	23.77	1.39
17146	falinfaina	0.15	-1.02	431	10	0	3.80	0.01	1.16	23.77	1.39
17188	fàmul	0.38	-0.31	428	5	0	1.95	0.01	0.86	23.77	1.39
17194	fanàticament	0.98	2.01	401	12	0	3.00	0.01	1.03	35.65	1.56
17199	fanecada	0.37	-0.34	403	8	0	2.30	0.01	0.86	23.77	1.39
17209	fangal	0.76	0.69	432	6	1	1.85	0.01	1.03	23.77	1.39
17213	fanguejar	0.90	1.27	415	9	0	2.45	0.01	0.86	23.77	1.39
17214	fanguer	0.84	0.97	424	7	2	1.85	0.01	1.03	35.65	1.56
17215	fanguera	0.82	0.90	408	8	2	1.80	0.01	0.86	23.77	1.39
17218	fantasiar	0.70	0.51	406	9	1	2.35	0.01	1.16	47.54	1.69
17219	fantasieig	0.67	0.43	433	10	0	2.60	0.01	0.86	11.89	1.11
17244	fardassa	0.48	-0.04	389	8	1	2.35	0.01	0.86	23.77	1.39
17248	fardot	0.60	0.24	417	6	1	1.95	0.01	0.86	23.77	1.39
17250	farfallejar	0.84	0.99	410	11	0	3.35	0.01	0.86	11.89	1.11
17259	farinaci	0.72	0.58	425	8	0	2.65	0.01	1.03	35.65	1.56
17260	farinada	0.94	1.52	405	8	1	1.95	0.01	1.03	23.77	1.39
17269	farisaic	0.63	0.32	403	8	0	2.80	0.01	1.16	35.65	1.56
17270	fariseisme	0.69	0.49	402	10	0	3.65	0.01	1.03	35.65	1.56
17277	farmacòleg	0.92	1.38	429	10	0	3.55	0.01	1.16	47.54	1.69
17285	faronejar	0.53	0.07	410	9	0	2.25	0.01	1.03	23.77	1.39
17288	farratger	0.70	0.52	416	9	1	2.10	0.01	1.16	47.54	1.69
17289	farratjar	0.58	0.21	436	9	0	2.80	0.01	1.03	23.77	1.39
17290	farratjó	0.53	0.07	420	8	0	2.90	0.01	0.86	11.89	1.11
17295	farsanteria	0.68	0.45	407	11	0	3.65	0.01	1.03	35.65	1.56
17297	fartada	0.85	1.03	439	7	3	1.80	0.01	0.86	23.77	1.39
17300	fartera	0.71	0.56	407	7	4	1.70	0.01	1.16	11.89	1.11
17319	fassera	0.29	-0.56	401	7	1	1.90	0.01	1.03	11.89	1.11
17320	fasset	0.24	-0.69	394	6	6	1.70	0.01	1.16	23.77	1.39
17337	fatic	0.35	-0.38	418	5	3	1.75	0.01	1.03	23.77	1.39
17341	fatifat	0.16	-0.97	396	7	1	2.05	0.01	1.16	35.65	1.56
17362	fautor	0.11	-1.23	416	6	1	1.85	0.01	0.86	23.77	1.39
17367	favassa	0.65	0.37	412	7	0	2.05	0.01	1.03	35.65	1.56
17370	favó	0.37	-0.33	421	4	8	1.55	0.01	0.86	23.77	1.39
17371	favoni	0.06	-1.54	419	6	0	2.10	0.01	0.86	11.89	1.11
17394	feculència	0.51	0.03	391	10	0	3.20	0.01	0.86	11.89	1.11
17401	feda	0.16	-0.99	412	4	12	1.25	0.01	0.86	23.77	1.39
17402	fedaí	0.21	-0.80	400	5	0	1.95	0.01	1.16	47.54	1.69
17403	fedatari	0.53	0.07	438	8	0	2.80	0.01	0.86	23.77	1.39
17430	felibritge	0.11	-1.19	412	10	0	3.90	0.01	1.03	23.77	1.39
17432	felicià	0.83	0.96	412	7	2	2.25	0.01	1.03	35.65	1.56
17451	femejar	0.74	0.64	423	7	1	1.95	0.01	0.86	11.89	1.11
17453	femeller	0.69	0.49	412	8	1	2.55	0.01	0.86	23.77	1.39
17454	femellot	0.73	0.62	433	8	0	2.75	0.01	0.86	11.89	1.11
17457	feminal	0.53	0.08	424	7	1	1.95	0.01	0.86	23.77	1.39
17468	fenassar	0.24	-0.71	397	8	0	2.50	0.01	1.03	35.65	1.56
17472	fenella	0.26	-0.63	453	7	2	1.90	0.01	1.16	23.77	1.39
17473	fenent	0.28	-0.56	394	6	3	1.70	0.01	1.03	23.77	1.39
17474	fener	0.35	-0.39	416	5	6	1.55	0.01	0.86	23.77	1.39
17476	fenianisme	0.17	-0.93	412	10	0	2.90	0.01	0.86	11.89	1.11
17479	fenil	0.52	0.05	450	5	5	1.70	0.01	1.03	35.65	1.56
17480	fenilalanina	0.45	-0.12	434	12	0	4.95	0.01	1.03	35.65	1.56
17487	fenòlic	0.61	0.29	451	7	0	2.60	0.01	0.86	23.77	1.39
17489	fenollar	0.64	0.35	432	8	1	2.10	0.01	0.86	23.77	1.39
17498	fènyer	0.33	-0.44	441	6	1	1.95	0.01	1.16	35.65	1.56
17500	feòfits	0.37	-0.32	415	7	1	2.60	0.01	1.03	35.65	1.56
17503	feram	0.32	-0.45	414	5	5	1.60	0.01	1.16	47.54	1.69
17506	ferest	0.53	0.08	409	6	2	1.80	0.01	1.03	35.65	1.56
17509	ferí	0.78	0.78	450	4	10	1.30	0.01	1.16	23.77	1.39
17517	ferla	0.16	-0.99	418	5	9	1.50	0.01	1.16	47.54	1.69
17521	fermança	0.64	0.36	442	8	0	2.65	0.01	1.03	23.77	1.39
17542	ferrallot	0.87	1.11	413	9	0	2.75	0.01	1.03	23.77	1.39
17546	ferrassa	0.65	0.38	406	8	2	2.05	0.01	1.16	35.65	1.56
17549	ferregot	0.71	0.55	441	8	0	2.70	0.01	1.16	35.65	1.56
17564	ferró	0.45	-0.12	430	5	7	1.55	0.01	0.86	23.77	1.39
17566	ferrocè	0.32	-0.47	412	7	0	2.55	0.01	1.03	11.89	1.11
17569	ferrovanadi	0.25	-0.66	407	11	0	4.65	0.01	0.86	11.89	1.11
17604	festós	0.64	0.36	432	6	1	1.90	0.01	1.16	23.77	1.39
17611	fetgera	0.61	0.27	394	7	0	2.35	0.01	1.16	47.54	1.69
17614	fetillar	0.37	-0.33	413	8	1	2.30	0.01	1.16	23.77	1.39
17623	fetorós	0.32	-0.48	403	7	0	2.30	0.01	0.86	23.77	1.39
17628	feudalista	0.97	1.87	427	10	0	2.90	0.01	0.86	23.77	1.39
17637	fiançar	0.84	1.00	410	7	1	1.80	0.01	1.03	35.65	1.56
17641	fiball	0.13	-1.09	427	6	0	2.05	0.01	0.86	11.89	1.11
17645	fible	0.33	-0.45	405	5	6	1.45	0.01	0.86	23.77	1.39
17648	fibrana	0.33	-0.44	400	7	3	1.85	0.01	0.86	11.89	1.11
17656	fibroblast	0.60	0.26	405	10	0	3.70	0.01	0.86	23.77	1.39
17659	fibroma	0.87	1.12	393	7	1	2.35	0.01	1.16	23.77	1.39
17668	ficel·la	0.25	-0.65	413	8	0	2.80	0.01	0.86	23.77	1.39
17670	ficomicets	0.27	-0.60	429	10	0	3.70	0.01	0.86	11.89	1.11
17671	ficoteca	0.25	-0.66	402	8	0	2.60	0.01	0.86	11.89	1.11
17672	fics	0.18	-0.89	422	4	19	1.00	0.01	0.86	23.77	1.39
17685	fidúcia	0.40	-0.25	390	7	0	2.85	0.01	1.16	35.65	1.56
17689	figle	0.05	-1.62	394	5	1	1.90	0.01	0.86	23.77	1.39
17692	figuerar	0.55	0.13	423	8	0	2.00	0.01	1.03	23.77	1.39
17693	figuerassa	0.76	0.69	418	10	0	3.35	0.01	1.16	47.54	1.69
17706	fil·locladi	0.24	-0.71	411	11	0	4.85	0.01	0.86	11.89	1.11
17713	filagarsa	0.86	1.05	405	9	0	2.85	0.01	1.16	47.54	1.69
17714	filamaria	0.25	-0.67	412	9	0	2.50	0.01	0.86	11.89	1.11
17716	filamentós	0.94	1.54	416	10	0	2.80	0.01	1.03	35.65	1.56
17721	filària	0.46	-0.09	431	7	0	2.00	0.01	1.03	23.77	1.39
17726	filatelista	0.77	0.74	403	11	0	3.70	0.01	0.86	23.77	1.39
17731	fileta	0.60	0.26	411	6	6	1.60	0.01	0.86	23.77	1.39
17736	filharmònic	0.87	1.11	417	11	0	3.75	0.01	1.03	35.65	1.56
17740	filiar	0.78	0.78	407	6	6	1.55	0.01	0.86	23.77	1.39
17742	filicals	0.09	-1.34	408	8	0	2.75	0.01	0.86	23.77	1.39
17750	filipista	0.54	0.10	417	9	0	2.90	0.01	1.03	35.65	1.56
17758	fillolar	0.48	-0.05	413	8	0	2.65	0.01	0.86	23.77	1.39
17764	filmet	0.66	0.40	433	6	6	1.55	0.01	0.86	23.77	1.39
17772	filogènia	0.72	0.57	430	9	0	2.95	0.01	1.03	35.65	1.56
17773	filogin	0.18	-0.90	423	7	0	2.60	0.01	1.16	35.65	1.56
17783	filosofastre	0.35	-0.39	411	12	0	4.25	0.01	1.03	11.89	1.11
17786	filots	0.51	0.02	414	6	4	1.80	0.01	0.86	11.89	1.11
17796	fímbria	0.28	-0.58	416	7	0	2.35	0.01	0.86	11.89	1.11
17814	finestram	0.88	1.14	403	9	2	2.45	0.01	0.86	11.89	1.11
17830	finoúgric	0.08	-1.40	418	9	0	3.85	0.01	0.86	23.77	1.39
17862	fisonòmic	0.83	0.92	406	9	0	3.00	0.01	0.86	23.77	1.39
17864	físsil	0.12	-1.14	402	6	2	1.90	0.01	1.03	23.77	1.39
17867	fissuració	0.72	0.57	417	10	0	3.20	0.01	0.86	11.89	1.11
17873	fitar	0.88	1.17	409	5	13	1.05	0.01	1.16	23.77	1.39
17874	fitat	0.70	0.52	400	5	12	1.10	0.01	0.86	23.77	1.39
17877	fitocida	0.51	0.03	411	8	0	2.90	0.01	1.03	11.89	1.11
17879	fitòlit	0.53	0.08	415	7	0	2.80	0.01	0.86	11.89	1.11
17892	fixable	0.86	1.06	414	7	0	2.50	0.01	0.86	23.77	1.39
17899	fixesa	0.55	0.13	450	6	1	1.90	0.01	0.86	23.77	1.39
17901	flabiolaire	0.73	0.61	407	11	0	4.15	0.01	1.03	23.77	1.39
17906	flagel	0.81	0.87	400	6	0	2.35	0.01	0.86	23.77	1.39
17913	flairada	0.91	1.33	408	8	1	1.95	0.01	1.03	35.65	1.56
17917	flairós	0.90	1.27	419	7	2	2.10	0.01	1.16	47.54	1.69
17924	flameig	0.93	1.45	430	7	0	2.05	0.01	0.86	11.89	1.11
17927	flamen	0.24	-0.69	451	6	4	1.70	0.01	1.16	35.65	1.56
17930	flamerada	0.93	1.48	415	9	2	2.35	0.01	0.86	23.77	1.39
17934	flammulina	0.19	-0.88	421	10	0	4.00	0.01	0.86	11.89	1.11
17946	flasc	0.42	-0.20	438	5	3	1.70	0.01	0.86	11.89	1.11
17952	flatositat	0.72	0.58	439	10	0	3.40	0.01	0.86	23.77	1.39
17956	flautada	0.76	0.69	408	8	0	2.05	0.01	1.03	11.89	1.11
17965	flectar	0.41	-0.22	414	7	2	2.00	0.01	1.16	11.89	1.11
17966	flectir	0.28	-0.59	413	7	2	2.35	0.01	0.86	23.77	1.39
17971	fleix	0.43	-0.17	419	5	5	1.60	0.01	1.03	23.77	1.39
17973	flesca	0.23	-0.73	406	6	3	1.80	0.01	1.03	11.89	1.11
17975	fletxer	0.72	0.57	430	7	1	2.50	0.01	1.03	11.89	1.11
17983	flingant	0.11	-1.19	391	8	0	2.55	0.01	1.16	23.77	1.39
17986	flirtar	0.57	0.17	390	7	0	2.00	0.01	1.16	11.89	1.11
17994	flocall	0.68	0.47	409	7	0	2.35	0.01	1.16	11.89	1.11
17996	floema	0.14	-1.07	424	6	0	1.95	0.01	1.16	35.65	1.56
18005	floralesc	0.54	0.09	421	9	0	2.85	0.01	1.03	23.77	1.39
18006	floreig	0.88	1.17	409	7	1	1.90	0.01	0.86	23.77	1.39
18033	flotable	0.79	0.80	390	8	0	2.75	0.01	0.86	23.77	1.39
18039	flotó	0.28	-0.57	385	5	6	1.60	0.01	1.16	47.54	1.69
18040	flou	0.24	-0.71	403	4	7	1.60	0.01	1.16	47.54	1.69
18050	fluïdificar	0.88	1.14	413	11	0	3.70	0.01	1.03	35.65	1.56
18055	fluixejar	0.95	1.62	395	9	0	2.75	0.01	0.86	23.77	1.39
18056	fluixell	0.38	-0.31	428	8	0	2.65	0.01	0.86	11.89	1.11
18057	fluixesa	0.91	1.34	429	8	2	2.05	0.01	1.16	47.54	1.69
18066	fluorur	0.87	1.09	416	7	0	2.55	0.01	1.03	35.65	1.56
18070	fluxió	0.39	-0.29	414	6	1	2.20	0.01	0.86	23.77	1.39
18077	fòcids	0.39	-0.28	411	6	1	1.95	0.01	0.86	23.77	1.39
18082	fogal	0.48	-0.04	406	5	6	1.60	0.01	1.03	11.89	1.11
18088	fogassó	0.47	-0.08	417	7	1	2.65	0.01	1.16	47.54	1.69
18098	fogosament	0.97	1.86	416	10	0	2.75	0.01	0.86	23.77	1.39
18106	fogueró	0.75	0.66	446	7	3	1.80	0.01	1.03	35.65	1.56
18122	folíol	0.40	-0.26	435	6	0	2.40	0.01	0.86	23.77	1.39
18128	follament	0.82	0.90	403	9	0	2.10	0.01	1.16	47.54	1.69
18130	follejar	0.71	0.55	413	8	1	1.95	0.01	1.03	11.89	1.11
18133	folliaire	0.32	-0.47	420	9	0	2.90	0.01	0.86	11.89	1.11
18144	fonació	0.79	0.81	428	7	2	1.90	0.01	1.16	23.77	1.39
18178	fonolita	0.15	-1.02	400	8	0	2.90	0.01	0.86	23.77	1.39
18180	fonollada	0.83	0.93	421	9	1	2.30	0.01	0.86	23.77	1.39
18181	fonollar	0.84	0.96	402	8	2	2.25	0.01	0.86	23.77	1.39
18182	fonollassa	0.59	0.22	446	10	0	3.40	0.01	0.86	23.77	1.39
18183	fonolleda	0.83	0.96	430	9	3	2.60	0.01	0.86	23.77	1.39
18191	fontanel·la	0.76	0.68	430	11	0	3.15	0.01	0.86	23.77	1.39
18195	fontura	0.16	-0.99	417	7	1	1.95	0.01	0.86	23.77	1.39
18205	foragitament	0.90	1.24	407	12	0	3.40	0.01	1.03	11.89	1.11
18211	foranies	0.74	0.64	441	8	0	2.00	0.01	1.03	11.89	1.11
18216	foraviar	0.53	0.08	424	8	2	2.50	0.01	0.86	11.89	1.11
18218	forbir	0.14	-1.06	420	6	1	1.95	0.01	0.86	11.89	1.11
18227	forçament	0.86	1.08	441	9	2	1.85	0.01	0.86	23.77	1.39
18235	forcípula	0.13	-1.12	424	9	0	3.65	0.01	1.16	23.77	1.39
18244	forfollar	0.75	0.65	433	9	0	2.70	0.01	0.86	11.89	1.11
18245	forfollejar	0.67	0.43	395	11	0	3.55	0.01	0.86	11.89	1.11
18277	formenterer	0.65	0.37	434	11	0	3.05	0.01	0.86	23.77	1.39
18278	former	0.29	-0.54	402	6	6	1.65	0.01	1.16	47.54	1.69
18295	formosor	0.58	0.19	410	8	1	2.65	0.01	1.03	35.65	1.56
18313	fornici	0.57	0.17	415	7	2	1.90	0.01	1.16	47.54	1.69
18315	fornidor	0.83	0.95	430	8	0	2.10	0.01	0.86	23.77	1.39
18318	fornitura	0.85	1.03	442	9	0	2.80	0.01	0.86	11.89	1.11
18335	fortitud	0.62	0.31	431	8	0	2.95	0.01	1.16	47.54	1.69
18345	foscament	0.92	1.40	416	9	1	2.40	0.01	1.03	35.65	1.56
18358	fosforita	0.69	0.48	439	9	0	3.15	0.01	1.16	47.54	1.69
18372	fotínia	0.21	-0.80	413	7	0	2.40	0.01	0.86	23.77	1.39
18373	fotisquejar	0.28	-0.57	397	11	0	3.60	0.01	1.16	11.89	1.11
18375	fotjar	0.40	-0.24	389	6	3	1.80	0.01	1.03	35.65	1.56
18379	fotocopiador	0.83	0.95	402	12	0	2.95	0.01	1.03	23.77	1.39
18381	fotoelèctric	0.98	2.01	408	12	0	3.80	0.01	1.16	23.77	1.39
18384	fotòfor	0.30	-0.53	412	7	0	2.80	0.01	0.86	23.77	1.39
18395	fotomètric	0.96	1.67	418	10	0	3.35	0.01	0.86	11.89	1.11
18398	fotoperíode	0.81	0.88	407	11	0	5.35	0.01	0.86	23.77	1.39
18401	fotosensor	0.98	1.91	430	10	0	3.95	0.01	0.86	11.89	1.11
18402	fotosfera	0.83	0.94	412	9	0	2.75	0.01	1.16	35.65	1.56
18404	fotosintètic	0.98	1.94	378	12	0	4.20	0.01	0.86	23.77	1.39
18405	fototeca	0.84	0.97	404	8	1	2.75	0.01	0.86	23.77	1.39
18406	fototropisme	0.70	0.51	421	12	0	4.65	0.01	0.86	11.89	1.11
18428	fragatí	0.68	0.47	419	7	1	2.30	0.01	1.16	35.65	1.56
18431	fràgilment	0.99	2.06	408	10	0	3.25	0.01	1.03	35.65	1.56
18437	fragorós	0.66	0.41	402	8	0	2.65	0.01	0.86	23.77	1.39
18438	fragós	0.46	-0.10	409	6	0	2.00	0.01	0.86	11.89	1.11
18440	framiré	0.07	-1.47	420	7	0	2.70	0.01	0.86	11.89	1.11
18448	francesitzar	0.50	-0.01	440	12	0	4.15	0.01	1.03	23.77	1.39
18466	frarada	0.23	-0.72	440	7	0	2.00	0.01	0.86	11.89	1.11
18481	fraudulència	0.90	1.24	395	12	0	4.30	0.01	0.86	23.77	1.39
18484	fraular	0.27	-0.61	421	7	0	2.10	0.01	1.16	23.77	1.39
18485	fraulera	0.32	-0.47	429	8	0	2.65	0.01	0.86	23.77	1.39
18491	fredeluc	0.50	0.01	428	8	0	2.95	0.01	1.16	23.77	1.39
18493	fredolí	0.65	0.39	420	7	0	2.40	0.01	0.86	11.89	1.11
18508	fregatel·la	0.51	0.04	406	11	1	3.70	0.01	1.16	23.77	1.39
18516	freixeneda	0.69	0.48	423	10	0	3.35	0.01	1.16	23.77	1.39
18519	freixurera	0.47	-0.08	399	10	0	3.45	0.01	1.16	23.77	1.39
18520	frèjol	0.41	-0.22	436	6	1	2.30	0.01	0.86	11.89	1.11
18522	fremir	0.21	-0.80	436	6	3	1.85	0.01	1.16	11.89	1.11
18525	frèndol	0.24	-0.70	445	7	0	2.80	0.01	0.86	11.89	1.11
18527	freneria	0.41	-0.24	397	8	2	1.90	0.01	0.86	11.89	1.11
18532	frenòleg	0.58	0.19	424	8	0	2.80	0.01	0.86	11.89	1.11
18534	frenològic	0.65	0.37	417	10	0	2.65	0.01	0.86	23.77	1.39
18536	frenopatia	0.82	0.91	423	10	0	3.40	0.01	1.03	11.89	1.11
18549	fresatge	0.70	0.52	411	8	0	2.60	0.01	1.16	47.54	1.69
18555	frescós	0.63	0.32	406	7	1	1.90	0.01	0.86	23.77	1.39
18557	frescumada	0.15	-1.03	419	10	0	3.15	0.01	0.86	11.89	1.11
18560	fresquívol	0.85	1.00	452	10	0	3.75	0.01	0.86	23.77	1.39
18569	frèvol	0.40	-0.25	416	6	4	1.90	0.01	1.03	23.77	1.39
18573	fricatiu	0.66	0.42	414	8	0	2.80	0.01	0.86	23.77	1.39
18575	friccional	0.77	0.74	420	10	2	1.95	0.01	0.86	23.77	1.39
18577	frifrit	0.05	-1.57	445	7	0	3.00	0.01	0.86	11.89	1.11
18578	frigània	0.14	-1.05	420	8	0	2.85	0.01	1.16	11.89	1.11
18590	frisat	0.93	1.43	455	6	5	1.65	0.01	1.03	35.65	1.56
18591	frisel·la	0.45	-0.11	401	9	0	2.90	0.01	0.86	23.77	1.39
18609	frontalitat	0.92	1.39	411	11	0	3.30	0.01	1.16	47.54	1.69
18611	frontennis	0.50	-0.01	408	10	0	3.55	0.01	1.16	23.77	1.39
18619	fructicultor	0.84	0.97	410	12	0	4.25	0.01	1.16	47.54	1.69
18634	fruitat	0.74	0.62	416	7	2	1.75	0.01	1.16	47.54	1.69
18640	frunzir	0.78	0.77	406	7	2	2.25	0.01	1.16	23.77	1.39
18641	frunzit	0.83	0.92	458	7	2	2.05	0.01	1.03	35.65	1.56
18646	ftiriasi	0.08	-1.37	397	8	0	3.50	0.01	0.86	23.77	1.39
18651	fuell	0.40	-0.25	412	5	2	1.75	0.01	1.03	35.65	1.56
18662	fugina	0.29	-0.56	428	6	3	1.75	0.01	1.16	23.77	1.39
18670	fulgència	0.77	0.73	2268	9	0	2.60	0.01	0.86	23.77	1.39
18674	fulguració	0.80	0.82	425	10	0	3.05	0.01	0.86	23.77	1.39
18676	fulgurar	0.76	0.69	395	8	0	2.60	0.01	1.16	23.77	1.39
18677	fulgurita	0.26	-0.64	422	9	0	2.95	0.01	1.16	47.54	1.69
18681	fullaca	0.75	0.68	431	7	2	1.85	0.01	1.03	35.65	1.56
18693	fulminació	0.97	1.86	417	10	1	2.75	0.01	1.03	35.65	1.56
18706	fumarel·la	0.79	0.80	414	10	0	3.30	0.01	1.16	11.89	1.11
18710	fumassa	0.64	0.35	439	7	0	2.35	0.01	1.03	35.65	1.56
18713	fumaterra	0.43	-0.18	401	9	0	3.05	0.01	0.86	11.89	1.11
18717	fumer	0.67	0.43	434	5	11	1.25	0.01	1.16	47.54	1.69
18733	fumós	0.72	0.57	430	5	4	1.75	0.01	0.86	23.77	1.39
18757	funicle	0.55	0.13	414	7	0	2.75	0.01	0.86	23.77	1.39
18762	furer	0.47	-0.08	398	5	7	1.55	0.01	0.86	23.77	1.39
18765	furgada	0.79	0.81	409	7	4	1.70	0.01	0.86	23.77	1.39
18778	furoner	0.43	-0.18	418	7	2	2.00	0.01	1.03	11.89	1.11
18780	furot	0.41	-0.22	433	5	3	1.75	0.01	1.03	11.89	1.11
