Id	Word	Percentage Known	Prevalence	N	Length	Coltheart's N	OLD20	Relative Frequency	Zipf	Relative Contextual Diversity	Logarithm Contextual Diversity
339	aciençat	0.32	-0.47	411	8	0	2.75	0.00	0.56	11.89	1.11
340	acientífic	0.76	0.70	420	10	0	3.40	0.00	0.56	11.89	1.11
341	acil	0.11	-1.20	416	4	8	1.45	0.00	0.56	11.89	1.11
342	acinètic	0.64	0.36	398	8	0	2.70	0.01	0.86	11.89	1.11
343	acipensèrids	0.17	-0.93	401	12	0	5.00	0.00	0.56	11.89	1.11
344	acivadar	0.21	-0.80	411	8	0	2.60	0.01	1.03	23.77	1.39
345	aclamació	0.97	1.78	425	9	0	2.80	0.33	2.52	974.56	2.99
346	aclamar	0.97	1.78	395	7	2	1.65	0.27	2.43	843.82	2.93
347	aclaparador	0.99	2.06	404	11	0	2.40	1.21	3.08	3850.68	3.59
348	aclaparament	0.97	1.78	428	12	0	3.05	0.02	1.25	59.42	1.78
349	aclaparar	0.98	1.90	418	9	1	1.80	0.24	2.39	772.51	2.89
350	aclarida	0.97	1.84	422	8	0	1.95	0.24	2.38	713.09	2.85
351	aclaridor	0.98	1.95	381	9	0	2.50	0.12	2.07	380.31	2.58
352	aclariment	1.00	2.44	424	10	0	2.55	0.60	2.78	1842.15	3.27
353	aclarir	0.98	1.94	426	7	5	1.65	16.39	4.22	45388.10	4.66
354	aclimatació	0.96	1.73	431	11	0	3.15	0.45	2.65	1057.75	3.03
355	aclimatament	0.90	1.25	421	12	0	3.35	0.00	0.56	11.89	1.11
356	aclimatar	0.96	1.70	423	9	1	2.05	0.66	2.82	1889.69	3.28
357	aclofament	0.63	0.32	410	10	0	2.80	0.00	0.56	11.89	1.11
358	aclofar	0.71	0.55	407	7	1	1.90	0.01	1.16	47.54	1.69
359	aclucada	0.94	1.49	441	8	1	1.90	0.10	2.00	213.93	2.33
360	aclucalls	0.52	0.04	427	9	0	2.80	0.03	1.51	95.08	1.98
361	aclucar	0.92	1.39	410	7	1	1.75	0.80	2.90	2590.89	3.41
362	acme	0.19	-0.87	412	4	4	1.70	0.39	2.59	546.70	2.74
363	acne	0.72	0.57	463	4	4	1.70	0.44	2.64	1022.09	3.01
364	açò	0.67	0.43	412	3	0	2.00	2.62	3.42	2983.09	3.48
365	acoblable	0.56	0.14	407	9	0	2.85	0.01	1.03	35.65	1.56
366	acoblador	0.73	0.61	415	9	0	2.30	0.05	1.67	47.54	1.69
367	acoblament	0.89	1.23	438	10	0	2.30	1.05	3.02	2745.39	3.44
368	acoblant	0.57	0.19	397	8	0	1.95	0.17	2.22	463.51	2.67
369	acoblar	0.78	0.75	412	7	2	1.75	0.97	2.99	2674.08	3.43
370	acòlia	0.37	-0.32	428	6	1	1.85	0.00	0.56	11.89	1.11
371	acòlit	0.80	0.81	400	6	2	1.70	0.15	2.18	392.20	2.60
372	acollar	0.71	0.55	413	7	4	1.70	0.01	0.86	11.89	1.11
373	acollida	1.00	2.58	410	8	1	1.85	11.13	4.05	23567.58	4.37
374	acollidor	1.00	2.33	410	9	0	2.20	3.06	3.49	9293.92	3.97
375	acolliment	1.00	2.34	428	10	0	2.40	1.38	3.14	3197.02	3.51
376	acollir	1.00	2.44	420	7	7	1.45	13.96	4.15	35797.06	4.55
377	acollonar	0.89	1.22	420	9	2	1.85	0.01	0.86	23.77	1.39
378	acollonir	1.00	2.43	393	9	7	1.50	1.20	3.08	3719.95	3.57
379	acolorar	0.69	0.49	421	8	3	1.80	0.01	0.86	11.89	1.11
380	acoloriment	0.91	1.32	424	11	0	2.55	0.04	1.56	106.96	2.03
381	acolorir	0.97	1.77	412	8	6	1.65	0.18	2.26	487.28	2.69
382	acoltellar	0.27	-0.60	418	10	1	2.80	0.00	0.56	11.89	1.11
383	acomboiar	0.55	0.12	411	9	1	2.50	0.04	1.56	35.65	1.56
384	acomiadament	1.00	2.58	422	12	0	2.65	3.17	3.50	7237.85	3.86
385	acomiadar	1.00	2.44	411	9	1	1.80	15.70	4.20	42844.75	4.63
386	acomodació	0.89	1.23	452	10	0	2.95	0.06	1.76	166.39	2.22
387	acomodador	0.94	1.48	400	10	0	2.60	0.36	2.56	784.40	2.90
388	acomodament	0.92	1.40	435	11	0	2.70	0.04	1.56	83.19	1.93
389	acomodar	0.98	1.89	407	8	1	1.85	0.58	2.76	1675.76	3.22
390	acomodat	0.98	2.03	434	8	1	1.75	0.24	2.39	796.28	2.90
391	acomodatici	0.52	0.04	419	11	0	3.65	0.02	1.33	59.42	1.78
392	acompanyada	0.99	2.26	437	11	2	1.95	7.09	3.85	20845.96	4.32
393	acompanyador	0.78	0.76	380	12	0	2.75	0.00	0.56	11.89	1.11
394	acompanyant	1.00	2.45	450	11	0	1.95	5.61	3.75	15913.76	4.20
395	acompanyar	1.00	2.58	433	10	3	1.65	39.66	4.60	104800.28	5.02
396	acomplexar	0.98	1.98	420	10	1	2.15	0.04	1.56	118.85	2.08
397	acompliment	0.90	1.23	402	11	0	2.35	0.14	2.14	404.08	2.61
398	acomplir	0.83	0.95	430	8	5	1.60	0.70	2.85	2163.04	3.34
399	acompte	0.45	-0.12	419	7	0	1.95	0.03	1.40	47.54	1.69
400	acondiciar	0.40	-0.25	404	10	0	3.40	0.00	0.56	11.89	1.11
401	aconduir	0.47	-0.08	430	8	0	2.60	0.01	0.86	23.77	1.39
402	acònit	0.61	0.29	418	6	2	1.85	0.09	1.97	202.04	2.31
403	aconitina	0.19	-0.87	406	9	0	3.00	0.03	1.51	35.65	1.56
404	aconseguidor	0.80	0.83	416	12	0	2.65	0.13	2.12	178.27	2.25
405	aconseguir	0.99	2.08	436	10	5	1.55	152.33	5.18	298059.21	5.47
406	aconsellable	0.98	1.99	431	12	0	2.90	1.23	3.09	3815.03	3.58
407	aconsellar	0.99	2.25	413	10	2	1.70	4.45	3.65	13501.15	4.13
408	acontentar	0.90	1.24	416	10	1	1.75	1.26	3.10	3826.91	3.58
409	acoquinar	0.91	1.32	428	9	2	1.75	0.14	2.15	415.97	2.62
410	acorador	0.52	0.05	440	8	1	1.95	0.00	0.56	11.89	1.11
411	acorament	0.61	0.26	423	9	3	1.85	0.00	0.56	11.89	1.11
412	acorar	0.65	0.38	427	6	5	1.60	0.14	2.15	178.27	2.25
413	acord	1.00	2.34	430	5	3	1.45	599.94	5.78	531833.47	5.73
414	acordadament	0.80	0.83	417	12	0	3.30	0.00	0.56	11.89	1.11
415	acordant	0.91	1.33	408	8	1	1.85	0.06	1.76	190.16	2.28
416	acordar	0.98	2.05	457	7	3	1.55	4.44	3.65	12883.14	4.11
417	acordió	0.99	2.09	443	7	2	1.85	3.08	3.49	5348.17	3.73
418	acordionista	0.95	1.56	401	12	0	3.75	0.21	2.31	451.62	2.66
419	acordonament	0.94	1.54	398	12	0	2.75	0.02	1.25	59.42	1.78
420	acordonar	0.96	1.75	426	9	1	1.80	0.23	2.37	701.20	2.85
421	acorralament	0.96	1.66	431	12	0	2.80	0.02	1.33	71.31	1.86
422	acorralar	0.91	1.34	399	9	1	1.80	0.92	2.96	2816.70	3.45
423	acost	0.23	-0.73	433	5	2	1.60	0.01	1.16	47.54	1.69
424	acostament	0.95	1.57	444	10	0	2.10	1.93	3.29	5478.90	3.74
425	acostar	0.93	1.42	406	7	4	1.55	37.81	4.58	94519.91	4.98
426	acostat	0.80	0.81	415	7	4	1.55	6.55	3.82	19657.48	4.29
427	acostumament	0.48	-0.05	432	12	0	2.95	0.00	0.56	11.89	1.11
428	acostumar	0.98	1.89	405	9	2	1.75	9.37	3.97	27644.07	4.44
429	acostumat	0.99	2.12	411	9	2	1.75	17.83	4.25	52590.30	4.72
430	acotació	0.98	1.91	427	8	1	2.25	0.10	1.99	273.35	2.44
431	acotament	0.97	1.85	396	9	2	1.85	0.03	1.40	71.31	1.86
432	acotar	0.98	1.99	427	6	4	1.45	0.64	2.80	1996.65	3.30
433	acotiar	0.16	-1.00	422	7	1	1.90	0.04	1.63	59.42	1.78
434	acotxar	0.91	1.30	430	7	2	1.70	0.34	2.53	998.32	3.00
435	acovardiment	0.93	1.46	431	12	0	3.50	0.00	0.56	11.89	1.11
436	acovardir	0.99	2.07	422	9	4	2.05	0.31	2.48	998.32	3.00
437	acràcia	0.54	0.09	434	7	1	1.90	0.00	0.56	11.89	1.11
438	acranial	0.59	0.23	405	8	0	2.75	0.00	0.56	11.89	1.11
439	àcrata	0.74	0.64	429	6	0	2.15	0.06	1.76	154.50	2.19
440	acre	0.89	1.20	428	4	9	1.15	0.71	2.85	1105.29	3.04
441	acreció	0.31	-0.48	439	7	0	2.10	0.06	1.76	95.08	1.98
442	acreditació	1.00	2.58	405	11	0	2.85	0.92	2.97	2067.96	3.32
443	acreditar	1.00	2.44	426	9	1	1.80	1.04	3.02	2876.13	3.46
444	acreditatiu	1.00	2.34	428	11	0	2.80	0.02	1.33	71.31	1.86
445	acréixer	0.45	-0.12	430	8	0	2.65	0.00	0.56	11.89	1.11
446	acres	0.71	0.55	403	5	10	1.00	0.66	2.82	1485.60	3.17
447	acriaturat	0.82	0.90	402	10	0	3.25	0.01	0.86	23.77	1.39
448	acrilat	0.53	0.08	419	7	0	2.00	0.00	0.56	11.89	1.11
449	acrílic	0.99	2.07	419	7	1	2.35	0.21	2.31	546.70	2.74
450	acrilonitril	0.32	-0.47	400	12	0	4.95	0.01	0.86	23.77	1.39
451	acrític	0.91	1.33	432	7	1	1.80	0.02	1.33	71.31	1.86
452	acritud	0.86	1.09	414	7	1	2.75	0.07	1.81	190.16	2.28
453	acrobàcia	1.00	2.33	405	9	0	2.80	1.14	3.06	2281.88	3.36
454	acròbata	1.00	2.44	416	8	0	2.90	0.87	2.94	2329.42	3.37
455	acrobàtic	1.00	2.33	407	9	1	2.50	0.63	2.80	1533.14	3.19
456	acrobatisme	0.79	0.78	407	11	1	3.65	0.00	0.56	11.89	1.11
457	acrofòbia	0.90	1.26	392	9	1	2.75	0.10	2.00	225.81	2.36
458	acromàtic	0.95	1.63	424	9	1	2.15	0.00	0.56	11.89	1.11
459	acromatisme	0.90	1.25	412	11	1	3.40	0.00	0.56	11.89	1.11
460	acròmion	0.33	-0.43	422	8	0	3.35	0.00	0.56	11.89	1.11
461	acrònim	0.98	1.92	399	7	0	2.60	0.43	2.64	1188.48	3.08
462	acròpoli	0.95	1.62	398	8	0	3.15	0.42	2.63	558.59	2.75
463	acròpolis	0.97	1.80	444	9	0	3.15	0.32	2.51	594.24	2.78
464	acròstic	0.66	0.40	426	8	0	2.70	0.03	1.51	59.42	1.78
465	acroteri	0.22	-0.77	425	8	0	2.95	0.01	1.16	23.77	1.39
466	acta	0.99	2.08	433	4	8	1.25	3.20	3.51	7784.55	3.89
467	acte	1.00	2.44	420	4	6	1.35	45.45	4.66	86545.20	4.94
468	actina	0.35	-0.38	401	6	4	1.70	0.03	1.40	35.65	1.56
469	actini	0.45	-0.12	426	6	2	1.90	0.01	1.03	23.77	1.39
470	actínia	0.51	0.02	405	7	1	2.30	0.02	1.33	47.54	1.69
471	actínid	0.47	-0.07	417	7	1	2.60	0.00	0.56	11.89	1.11
472	actinídia	0.31	-0.49	407	9	0	3.50	0.03	1.51	47.54	1.69
473	actinomicets	0.26	-0.63	446	12	0	4.45	0.00	0.56	11.89	1.11
474	actitud	0.98	1.94	419	7	3	2.10	31.82	4.50	76074.68	4.88
475	actiu	1.00	2.58	411	5	2	1.80	13.00	4.11	34691.77	4.54
476	activació	1.00	2.34	426	9	0	2.70	1.17	3.07	2971.20	3.47
477	activador	0.99	2.25	414	9	0	2.25	0.14	2.16	332.78	2.52
478	activament	1.00	2.58	412	10	1	2.55	2.18	3.34	6821.88	3.83
479	activar	1.00	2.58	411	7	1	1.80	6.69	3.83	18397.69	4.27
480	activisme	1.00	2.44	432	9	0	2.50	1.15	3.06	2983.09	3.48
481	activista	1.00	2.34	437	9	0	2.70	2.97	3.47	8010.36	3.90
482	activitat	1.00	2.33	413	9	1	2.35	57.16	4.76	115936.35	5.06
483	actor	1.00	2.58	449	5	3	1.65	41.14	4.61	66816.42	4.83
484	actuació	1.00	2.44	425	8	0	2.50	30.89	4.49	61218.67	4.79
485	actual	1.00	2.58	401	6	3	1.70	51.76	4.71	108757.92	5.04
486	actualisme	0.71	0.53	428	10	0	2.90	0.00	0.56	11.89	1.11
487	actualitat	1.00	2.58	449	10	0	2.40	14.27	4.15	36224.91	4.56
488	actualitzar	1.00	2.58	411	11	1	1.80	2.99	3.48	6572.30	3.82
489	actualment	1.00	2.58	387	10	0	2.85	48.88	4.69	101139.75	5.01
490	actuant	0.99	2.20	440	7	0	1.90	3.59	3.56	11076.65	4.04
491	actuar	1.00	2.44	424	6	3	1.60	37.02	4.57	90074.99	4.96
492	actuari	0.63	0.33	414	7	3	1.70	0.01	1.16	35.65	1.56
493	acubar	0.28	-0.57	424	6	3	1.75	0.00	0.56	11.89	1.11
494	acubillar	0.27	-0.62	417	9	0	2.90	0.01	0.86	11.89	1.11
495	acudir	0.93	1.43	406	6	7	1.50	12.07	4.08	35951.56	4.56
496	acudit	0.99	2.20	449	6	7	1.40	30.00	4.48	78534.84	4.90
497	acuit	0.39	-0.28	435	5	0	1.80	0.27	2.44	641.78	2.81
498	acuitar	0.71	0.56	462	7	0	1.90	0.02	1.25	47.54	1.69
499	acuïtat	0.59	0.22	420	7	0	2.10	0.00	0.56	11.89	1.11
500	acular	0.51	0.03	415	6	7	1.45	0.03	1.46	71.31	1.86
501	aculeat	0.08	-1.35	428	7	0	1.95	0.00	0.56	11.89	1.11
502	aculi	0.17	-0.96	421	5	8	1.45	0.01	0.86	23.77	1.39
503	acull	0.99	2.07	423	5	4	1.60	8.74	3.94	24458.94	4.39
504	aculturació	0.48	-0.06	399	11	0	3.35	0.03	1.51	95.08	1.98
505	aculturar	0.55	0.12	424	9	0	2.80	0.00	0.56	11.89	1.11
506	acúmetre	0.38	-0.29	425	8	1	2.70	0.00	0.56	11.89	1.11
507	acuminat	0.24	-0.69	423	8	1	2.40	0.00	0.56	11.89	1.11
508	acumulable	0.98	1.91	390	10	0	2.90	0.02	1.33	47.54	1.69
509	acumulació	0.99	2.26	438	10	0	2.90	3.47	3.54	9816.86	3.99
510	acumulador	0.98	1.97	413	10	0	2.60	0.26	2.42	522.93	2.72
511	acumular	0.96	1.75	423	8	1	1.80	5.13	3.71	14879.79	4.17
512	acumulat	0.99	2.12	417	8	1	1.80	7.18	3.86	21689.78	4.34
513	acumulatiu	0.99	2.14	444	10	0	2.50	0.13	2.12	404.08	2.61
514	acunçar	0.16	-0.96	419	7	0	2.15	0.00	0.56	11.89	1.11
515	acupuntor	0.96	1.68	408	9	0	3.50	0.16	2.21	427.85	2.63
516	acupuntura	0.99	2.18	416	10	1	3.55	1.11	3.05	1937.22	3.29
517	acuradament	0.99	2.13	431	11	0	2.95	0.55	2.74	1735.18	3.24
518	acurat	0.98	1.90	412	6	7	1.50	0.96	2.98	3066.28	3.49
519	acusació	0.99	2.26	2273	8	0	2.45	9.55	3.98	19990.25	4.30
520	acusador	0.96	1.72	423	8	1	1.85	0.24	2.39	665.55	2.82
521	acusament	0.82	0.90	409	9	0	2.35	0.01	0.86	23.77	1.39
522	acusar	0.98	2.02	411	6	5	1.55	11.20	4.05	30341.93	4.48
523	acusat	0.99	2.11	400	6	6	1.55	16.73	4.22	34382.76	4.54
524	acusatiu	0.96	1.74	410	8	0	2.70	0.03	1.40	71.31	1.86
525	acusatori	0.96	1.69	415	9	0	2.70	0.01	1.16	47.54	1.69
526	acústic	1.00	2.58	422	7	0	2.40	9.68	3.99	19728.79	4.30
527	acutangle	0.46	-0.11	425	9	0	3.85	0.01	0.86	11.89	1.11
528	adagi	0.82	0.89	440	5	0	1.90	0.11	2.03	285.24	2.46
529	adagio	0.76	0.68	426	6	1	2.40	0.19	2.27	392.20	2.60
530	adalil	0.33	-0.43	398	6	0	1.95	0.01	0.86	23.77	1.39
531	adam	0.70	0.53	433	4	6	1.35	14.04	4.15	14012.19	4.15
532	adamantí	0.37	-0.33	453	8	0	2.80	0.03	1.40	71.31	1.86
533	adàmic	0.44	-0.14	425	6	0	2.25	0.02	1.33	35.65	1.56
534	adaptable	0.99	2.12	419	9	1	2.60	0.53	2.72	1651.99	3.22
535	adaptació	1.00	2.58	393	9	0	2.65	8.94	3.95	22913.92	4.36
536	adaptador	1.00	2.34	422	9	0	2.50	0.29	2.46	629.90	2.80
537	adaptar	1.00	2.43	390	7	3	1.65	20.40	4.31	53469.77	4.73
538	adar	0.09	-1.31	393	4	11	1.00	0.03	1.51	83.19	1.93
539	adaram	0.07	-1.45	415	6	2	1.85	0.01	1.16	11.89	1.11
540	adargar	0.13	-1.12	428	7	1	1.90	0.00	0.56	11.89	1.11
541	adaxial	0.23	-0.74	407	7	0	2.80	0.01	1.03	11.89	1.11
542	addend	0.22	-0.77	426	6	0	2.40	0.01	1.16	35.65	1.56
543	addenda	0.37	-0.34	443	7	0	2.55	0.23	2.36	570.47	2.76
544	addicció	0.97	1.86	409	8	1	2.35	3.99	3.60	8355.02	3.92
545	addició	0.92	1.40	408	7	1	2.20	0.22	2.33	629.90	2.80
546	addicional	0.93	1.48	415	10	1	2.80	2.98	3.48	8438.22	3.93
547	addicionar	0.82	0.91	437	10	1	2.65	0.02	1.33	47.54	1.69
548	addicte	0.89	1.18	419	7	1	2.55	2.47	3.39	6607.96	3.82
549	addictiu	0.95	1.62	398	8	0	2.35	0.53	2.72	1580.68	3.20
550	additiu	0.94	1.49	426	7	1	2.35	0.36	2.55	927.02	2.97
551	adducció	0.85	1.00	435	8	2	2.45	0.04	1.60	35.65	1.56
552	adductor	0.82	0.91	394	8	1	2.45	0.14	2.15	415.97	2.62
553	adduïble	0.79	0.80	428	8	0	3.00	0.00	0.56	11.89	1.11
554	adduir	0.82	0.89	437	6	1	2.10	0.08	1.90	261.47	2.42
555	adelerat	0.41	-0.23	404	8	0	2.35	0.01	0.86	23.77	1.39
556	adelitar	0.33	-0.45	403	8	0	2.45	0.00	0.56	11.89	1.11
557	adenina	0.35	-0.39	403	7	1	2.05	0.05	1.73	83.19	1.93
558	adenoma	0.54	0.09	431	7	0	2.75	0.01	0.86	23.77	1.39
559	adenosina	0.43	-0.19	414	9	0	3.00	0.02	1.25	59.42	1.78
560	adenovirosi	0.35	-0.37	423	11	0	4.70	0.00	0.56	11.89	1.11
561	adenovirus	0.52	0.06	406	10	0	4.05	0.01	1.03	35.65	1.56
562	adepte	0.95	1.57	443	6	3	1.80	0.18	2.25	439.74	2.64
563	adequació	0.97	1.78	426	9	0	2.85	0.32	2.50	1010.21	3.01
564	adequadament	0.98	2.02	415	12	0	3.75	1.83	3.26	5633.40	3.75
565	adequar	0.97	1.88	437	7	1	2.15	0.97	2.99	2983.09	3.48
566	adequat	0.98	1.98	421	7	1	2.15	16.32	4.21	46742.97	4.67
567	adés	0.66	0.41	428	4	7	1.50	0.14	2.15	404.08	2.61
568	adesar	0.45	-0.13	419	6	2	1.85	0.00	0.56	11.89	1.11
569	adesiara	0.29	-0.54	423	8	0	2.85	0.09	1.94	166.39	2.22
570	adeu	0.85	1.00	415	4	9	1.25	0.08	1.88	249.58	2.40
571	adherència	0.99	2.32	383	10	0	2.90	1.02	3.01	2650.31	3.42
572	adherent	0.99	2.10	386	8	1	2.50	0.19	2.29	439.74	2.64
573	adherir	0.99	2.09	449	7	4	1.80	0.76	2.88	2317.54	3.37
574	adhesió	0.98	2.02	418	7	1	2.50	1.52	3.18	3791.26	3.58
575	adhesiu	1.00	2.33	402	7	2	2.40	2.84	3.45	5276.86	3.72
576	àdhuc	0.88	1.16	393	5	0	2.95	0.66	2.82	1485.60	3.17
577	adiàfon	0.34	-0.40	407	7	0	2.85	0.02	1.33	11.89	1.11
578	adiamantat	0.76	0.69	406	10	0	3.05	0.00	0.56	11.89	1.11
579	adiament	0.21	-0.78	425	8	1	2.00	0.00	0.56	11.89	1.11
580	adient	0.97	1.87	420	6	2	1.80	4.81	3.68	14570.78	4.16
581	adinerar	0.93	1.44	410	8	1	2.60	0.01	1.03	35.65	1.56
582	adinerat	0.97	1.79	403	8	1	2.45	0.13	2.10	404.08	2.61
583	adipocera	0.18	-0.89	423	9	0	3.75	0.01	0.86	23.77	1.39
584	adipós	0.89	1.22	413	6	0	2.30	0.18	2.25	463.51	2.67
585	adiposi	0.72	0.56	419	7	1	2.55	0.00	0.56	11.89	1.11
586	adir	0.27	-0.60	417	4	10	1.30	0.03	1.46	95.08	1.98
587	adjacent	0.98	1.92	399	8	0	2.70	0.25	2.39	784.40	2.90
588	adjectiu	1.00	2.58	398	8	0	2.55	2.45	3.39	6691.15	3.83
589	adjectivació	0.95	1.60	438	12	0	3.60	0.01	1.16	47.54	1.69
590	adjectivar	0.95	1.62	413	10	1	2.60	0.03	1.40	83.19	1.93
591	adjudicació	1.00	2.33	412	11	0	2.95	1.42	3.15	3339.63	3.52
592	adjudicar	1.00	2.43	403	9	1	2.00	1.63	3.21	4849.00	3.69
593	adjudicatari	0.95	1.57	427	12	0	3.20	0.01	1.03	35.65	1.56
594	adjunt	1.00	2.33	413	6	0	1.75	1.54	3.19	3803.14	3.58
595	adjuntar	0.98	2.02	421	8	1	1.75	0.14	2.14	392.20	2.60
596	adjuració	0.58	0.19	418	9	1	2.65	0.00	0.56	11.89	1.11
597	adjutori	0.42	-0.21	397	8	0	3.00	0.01	1.03	35.65	1.56
598	adjuvant	0.49	-0.03	429	8	0	2.60	0.01	1.03	23.77	1.39
599	admetre	0.99	2.26	436	7	2	1.80	9.22	3.97	27323.18	4.44
600	adminicle	0.26	-0.62	416	9	0	3.65	0.03	1.40	47.54	1.69
601	administrant	0.95	1.58	422	12	0	2.35	0.28	2.45	843.82	2.93
602	administrar	1.00	2.44	421	11	1	1.80	3.43	3.54	9662.35	3.99
603	administrat	1.00	2.33	400	11	1	1.90	0.83	2.92	2483.93	3.40
604	admirable	0.99	2.20	438	9	0	2.80	3.72	3.57	11112.30	4.05
605	admiració	1.00	2.58	413	9	0	2.75	7.50	3.88	21713.55	4.34
606	admirador	0.99	2.24	400	9	0	2.40	3.93	3.60	10636.91	4.03
607	admirar	1.00	2.35	440	7	1	1.80	5.99	3.78	17114.13	4.23
608	admissible	0.99	2.06	407	10	0	3.30	0.29	2.47	808.17	2.91
609	admissió	1.00	2.33	410	8	0	2.60	1.06	3.03	3042.51	3.48
610	admonició	0.57	0.16	453	9	0	3.20	0.02	1.33	59.42	1.78
611	admonitori	0.52	0.05	428	10	0	3.60	0.00	0.56	11.89	1.11
612	adob	0.99	2.11	405	4	2	1.65	3.53	3.55	7820.21	3.89
613	adobable	0.87	1.11	427	8	1	2.55	0.00	0.56	11.89	1.11
614	adobacamins	0.77	0.74	412	11	0	4.80	0.00	0.56	11.89	1.11
615	adobador	0.95	1.57	409	8	1	1.85	0.01	1.16	35.65	1.56
616	adobaire	0.91	1.32	395	8	0	2.70	0.01	0.86	11.89	1.11
617	adobament	0.95	1.59	412	9	0	2.30	0.06	1.79	154.50	2.19
618	adobar	0.99	2.18	419	6	4	1.65	2.69	3.43	8319.37	3.92
619	adober	0.80	0.81	430	6	6	1.55	0.07	1.81	130.73	2.12
620	adoberia	0.77	0.73	431	8	1	2.45	0.27	2.43	451.62	2.66
621	adoctrinador	1.00	2.44	410	12	0	3.10	0.01	0.86	23.77	1.39
622	adoctrinar	1.00	2.34	433	10	1	2.05	0.22	2.34	653.67	2.82
623	adolescència	1.00	2.43	402	12	0	3.55	5.01	3.70	13013.87	4.11
624	adolescent	1.00	2.44	426	10	0	3.55	11.95	4.08	30318.16	4.48
625	adolorir	0.98	1.94	425	8	2	2.30	0.00	0.56	11.89	1.11
626	adolorit	0.99	2.19	425	8	2	2.00	0.50	2.70	1568.80	3.20
627	adondar	0.18	-0.91	400	7	0	1.95	0.00	0.56	11.89	1.11
628	adonis	0.88	1.14	430	6	7	1.40	2.12	3.33	5752.25	3.76
629	adopció	1.00	2.45	455	7	0	2.55	4.77	3.68	9305.81	3.97
630	adopcionista	0.63	0.33	414	12	0	4.05	0.00	0.56	11.89	1.11
631	adoptable	0.91	1.34	419	9	1	2.60	0.01	1.03	35.65	1.56
632	adoptant	0.98	1.97	458	8	1	1.85	0.62	2.79	1972.88	3.30
633	adoptar	1.00	2.33	408	7	2	1.70	10.92	4.04	27180.57	4.43
634	adoptiu	1.00	2.44	415	7	3	1.75	0.78	2.89	2079.84	3.32
635	adorabilitat	0.90	1.23	410	12	0	3.10	0.04	1.56	71.31	1.86
636	adorable	0.99	2.24	399	8	1	2.35	2.28	3.36	6298.95	3.80
637	adorablement	0.96	1.74	437	12	0	3.25	0.00	0.56	11.89	1.11
638	adoració	0.99	2.25	408	8	0	2.00	0.91	2.96	2579.00	3.41
639	adorador	0.94	1.49	441	8	2	1.75	0.05	1.67	154.50	2.19
640	adorar	0.97	1.84	428	6	6	1.45	1.16	3.06	3208.90	3.51
641	adoratriu	0.70	0.52	404	9	0	2.80	0.00	0.56	11.89	1.11
642	adormidor	0.85	1.00	427	9	0	2.15	0.08	1.88	106.96	2.03
643	adormiment	0.85	1.04	413	10	0	2.65	0.07	1.83	130.73	2.12
644	adormir	0.97	1.87	387	7	6	1.50	10.28	4.01	27822.35	4.44
645	adorn	0.69	0.49	427	5	5	1.25	0.57	2.76	1378.64	3.14
646	adornador	0.70	0.53	413	9	0	2.20	0.00	0.56	11.89	1.11
647	adornament	0.80	0.82	423	10	1	2.10	0.05	1.67	106.96	2.03
648	adornar	0.86	1.06	406	7	2	1.65	0.99	2.99	2876.13	3.46
649	adossar	0.95	1.64	416	7	1	1.90	0.04	1.56	106.96	2.03
650	adotzenat	0.69	0.48	372	9	0	3.15	0.02	1.33	71.31	1.86
651	adovellat	0.55	0.13	419	9	0	2.65	0.01	0.86	23.77	1.39
652	adquirent	0.75	0.66	412	9	1	2.75	0.00	0.56	11.89	1.11
653	adquirir	0.99	2.25	417	8	4	1.70	6.05	3.78	17946.07	4.25
654	adquirit	0.99	2.12	419	8	4	1.95	2.79	3.45	8866.07	3.95
655	adquisició	1.00	2.44	434	10	0	3.40	1.63	3.21	4742.04	3.68
656	adquisitiu	0.99	2.32	383	10	0	3.25	2.27	3.36	5645.29	3.75
657	adreç	0.39	-0.28	432	5	1	1.80	0.01	0.86	23.77	1.39
658	adreça	1.00	2.58	410	6	2	1.70	21.46	4.33	47788.83	4.68
659	adreçador	0.93	1.47	422	9	0	2.60	0.46	2.66	1438.06	3.16
660	adreçament	0.91	1.33	401	10	0	2.60	0.01	0.86	11.89	1.11
661	adreçar	1.00	2.44	428	7	1	1.75	2.77	3.44	8319.37	3.92
662	adrenalina	0.99	2.32	388	10	0	3.40	6.15	3.79	15759.26	4.20
663	adret	0.24	-0.70	416	5	5	1.60	0.03	1.40	59.42	1.78
664	adriàtic	0.97	1.76	402	8	0	2.70	1.16	3.06	2483.93	3.40
665	adroguer	0.76	0.69	457	8	0	2.35	0.17	2.22	404.08	2.61
666	adrogueria	0.59	0.23	411	10	0	2.90	0.13	2.12	380.31	2.58
667	adscripció	0.89	1.22	426	10	0	3.45	0.09	1.95	273.35	2.44
668	adscriure	0.94	1.53	412	9	0	2.75	0.05	1.67	130.73	2.12
669	adsorció	0.43	-0.17	406	8	1	2.65	0.01	0.86	11.89	1.11
670	adulació	0.92	1.38	414	8	0	2.15	0.23	2.35	677.43	2.83
671	adulador	0.92	1.36	437	8	0	1.90	0.26	2.42	713.09	2.85
672	adular	0.84	0.98	423	6	4	1.75	0.10	2.02	309.01	2.49
673	adult	1.00	2.58	410	5	4	1.60	15.83	4.20	39421.92	4.60
674	adúlter	0.97	1.78	400	7	1	2.45	0.17	2.23	487.28	2.69
